Date,Power (MW),LMP,Battery Charge,power_binned,lmp_binned,charge_binned,policy
2022-01-01 00:15:00,32.29010874594594,54.39,45.0,32.0,17.0,4.0,2.0
2022-01-01 00:30:00,32.08107643243243,127.4,5.0,32.0,32.0,5.0,0.0
2022-01-01 00:45:00,32.776651935135135,42.46,5.0,32.0,15.0,4.0,2.0
2022-01-01 01:00:00,33.16004267027027,36.11,5.0,33.0,14.0,5.0,2.0
2022-01-01 01:15:00,33.43559277837838,33.22,5.0,33.0,13.0,6.0,2.0
2022-01-01 01:30:00,34.64133543783784,32.0,5.0,34.0,13.0,7.0,2.0
2022-01-01 01:45:00,35.27010339459459,34.33,5.0,35.0,13.0,8.0,1.0
2022-01-01 02:00:00,35.88675118918919,31.7,5.0,35.0,13.0,8.0,1.0
2022-01-01 02:15:00,36.518366529729725,30.35,5.0,36.0,13.0,8.0,2.0
2022-01-01 02:30:00,38.09123721081081,25.51,5.0,38.0,12.0,9.0,1.0
2022-01-01 02:45:00,39.93113778378378,23.96,5.0,39.0,11.0,9.0,1.0
2022-01-01 03:00:00,40.72383103783783,23.93,5.0,40.0,11.0,9.0,1.0
2022-01-01 03:15:00,41.79019251891892,23.59,5.0,41.0,11.0,9.0,0.0
2022-01-01 03:30:00,43.02902064864865,22.93,5.0,43.0,11.0,8.0,0.0
2022-01-01 03:45:00,45.53732336216217,22.47,5.0,45.0,11.0,7.0,2.0
2022-01-01 04:00:00,47.66779843243243,21.38,5.0,47.0,11.0,8.0,2.0
2022-01-01 04:15:00,49.74924730810811,8.72,5.0,49.0,8.0,9.0,0.0
2022-01-01 04:30:00,49.70530883243244,13.3,5.0,49.0,9.0,8.0,2.0
2022-01-01 04:45:00,49.55940994594594,20.57,5.0,49.0,11.0,9.0,0.0
2022-01-01 05:00:00,49.05151931891893,21.87,5.0,49.0,11.0,8.0,2.0
2022-01-01 05:15:00,48.68103454054054,22.37,5.0,48.0,11.0,9.0,1.0
2022-01-01 05:30:00,48.88336842162162,15.85,5.0,48.0,10.0,9.0,0.0
2022-01-01 05:45:00,49.27842485405405,2.37,5.0,49.0,7.0,8.0,0.0
2022-01-01 06:00:00,49.37421807567568,13.92,5.0,49.0,9.0,7.0,1.0
2022-01-01 06:15:00,50.03788871351351,7.51,5.0,50.0,8.0,7.0,0.0
2022-01-01 06:30:00,50.66870298378378,4.01,5.0,50.0,7.0,6.0,2.0
2022-01-01 06:45:00,50.23539252972974,14.65,5.0,50.0,9.0,7.0,2.0
2022-01-01 07:00:00,49.41866596756756,19.73,5.0,49.0,10.0,8.0,0.0
2022-01-01 07:15:00,49.47579287567568,19.68,5.0,49.0,10.0,7.0,0.0
2022-01-01 07:30:00,49.5772035891892,9.05,5.0,49.0,8.0,6.0,0.0
2022-01-01 07:45:00,49.1793404972973,1.9,5.0,49.0,7.0,5.0,2.0
2022-01-01 08:00:00,49.29213296216216,14.13,5.0,49.0,9.0,6.0,0.0
2022-01-01 08:15:00,48.23229114594595,20.67,5.0,48.0,11.0,5.0,2.0
2022-01-01 08:30:00,47.217494572972974,19.74,5.0,47.0,10.0,6.0,0.0
2022-01-01 08:45:00,46.333889340540544,0.89,5.0,46.0,7.0,5.0,2.0
2022-01-01 09:00:00,44.87062181621621,-0.01,5.0,44.0,6.0,6.0,2.0
2022-01-01 09:15:00,44.25784421621622,-0.02,5.0,44.0,6.0,7.0,2.0
2022-01-01 09:30:00,44.97154249729729,-0.02,5.0,44.0,6.0,8.0,2.0
2022-01-01 09:45:00,46.46909490810811,-0.05,5.0,46.0,6.0,9.0,1.0
2022-01-01 10:00:00,46.96000011891893,-0.15,5.0,46.0,6.0,9.0,1.0
2022-01-01 10:15:00,46.91798876756757,-0.47,5.0,46.0,6.0,9.0,1.0
2022-01-01 10:30:00,47.49237913513513,-0.64,5.0,47.0,6.0,9.0,1.0
2022-01-01 10:45:00,48.219252129729725,-1.42,5.0,48.0,6.0,9.0,1.0
2022-01-01 11:00:00,47.84966709189189,-1.88,5.0,47.0,6.0,9.0,1.0
2022-01-01 11:15:00,47.854905783783785,-2.81,5.0,47.0,6.0,9.0,1.0
2022-01-01 11:30:00,47.81738201081081,-1.67,5.0,47.0,6.0,9.0,1.0
2022-01-01 11:45:00,48.08328994594594,-1.38,5.0,48.0,6.0,9.0,1.0
2022-01-01 12:00:00,47.63023770810811,-1.15,5.0,47.0,6.0,9.0,1.0
2022-01-01 12:15:00,46.69681935135135,-0.95,5.0,46.0,6.0,9.0,1.0
2022-01-01 12:30:00,45.11846338378378,-0.81,5.0,45.0,6.0,9.0,1.0
2022-01-01 12:45:00,43.03038477837838,-0.37,5.0,43.0,6.0,9.0,0.0
2022-01-01 13:00:00,41.4101133945946,-0.36,5.0,41.0,6.0,8.0,2.0
2022-01-01 13:15:00,40.59177484324324,-0.27,5.0,40.0,6.0,9.0,1.0
2022-01-01 13:30:00,40.25090738378378,0.06,5.0,40.0,7.0,9.0,1.0
2022-01-01 13:45:00,40.57946956756757,0.13,5.0,40.0,7.0,9.0,1.0
2022-01-01 14:00:00,38.922468767567565,0.08,5.0,38.0,7.0,9.0,1.0
2022-01-01 14:15:00,38.06327307027027,0.42,5.0,38.0,7.0,9.0,1.0
2022-01-01 14:30:00,37.95806941621622,0.61,5.0,37.0,7.0,9.0,1.0
2022-01-01 14:45:00,37.89930011891892,0.87,5.0,37.0,7.0,9.0,1.0
2022-01-01 15:00:00,37.78934921081081,0.57,5.0,37.0,7.0,9.0,1.0
2022-01-01 15:15:00,38.01773963243243,0.73,5.0,38.0,7.0,9.0,1.0
2022-01-01 15:30:00,38.41158671351351,1.06,5.0,38.0,7.0,9.0,1.0
2022-01-01 15:45:00,38.409371535135136,0.54,5.0,38.0,7.0,9.0,1.0
2022-01-01 16:00:00,40.15052250810811,0.2,5.0,40.0,7.0,9.0,1.0
2022-01-01 16:15:00,42.5236653945946,0.47,5.0,42.0,7.0,9.0,1.0
2022-01-01 16:30:00,44.93677374054055,0.36,5.0,44.0,7.0,9.0,1.0
2022-01-01 16:45:00,46.801218908108105,-0.01,5.0,46.0,6.0,9.0,1.0
2022-01-01 17:00:00,47.8122412,-0.86,5.0,47.0,6.0,9.0,1.0
2022-01-01 17:15:00,48.592533859459465,-0.8,5.0,48.0,6.0,9.0,1.0
2022-01-01 17:30:00,50.24874982702703,-0.57,5.0,50.0,6.0,9.0,1.0
2022-01-01 17:45:00,51.38780107027027,-0.58,5.0,51.0,6.0,9.0,1.0
2022-01-01 18:00:00,52.24202103783784,-1.15,5.0,52.0,6.0,9.0,1.0
2022-01-01 18:15:00,52.90271871351352,-3.89,5.0,52.0,6.0,9.0,1.0
2022-01-01 18:30:00,52.89032361081081,-3.9,5.0,52.0,6.0,9.0,1.0
2022-01-01 18:45:00,53.774622108108105,-2.22,5.0,53.0,6.0,9.0,1.0
2022-01-01 19:00:00,54.32478068108108,-3.91,5.0,54.0,6.0,9.0,1.0
2022-01-01 19:15:00,54.73111308108108,-3.94,5.0,54.0,6.0,9.0,1.0
2022-01-01 19:30:00,55.10751437837838,-4.52,5.0,55.0,6.0,9.0,1.0
2022-01-01 19:45:00,54.99932982702703,-4.81,5.0,54.0,6.0,9.0,1.0
2022-01-01 20:00:00,55.43994005405405,-4.81,5.0,55.0,6.0,9.0,1.0
2022-01-01 20:15:00,55.72833646486486,-4.81,5.0,55.0,6.0,9.0,1.0
2022-01-01 20:30:00,55.91263683243244,-4.8,5.0,55.0,6.0,9.0,1.0
2022-01-01 20:45:00,56.1688465081081,-4.82,5.0,56.0,6.0,9.0,1.0
2022-01-01 21:00:00,57.02725678918918,-4.8,5.0,57.0,6.0,9.0,1.0
2022-01-01 21:15:00,57.098142886486485,-4.79,5.0,57.0,6.0,9.0,1.0
2022-01-01 21:30:00,57.74040901621621,-4.78,5.0,57.0,6.0,9.0,1.0
2022-01-01 21:45:00,57.63840818378378,-3.89,5.0,57.0,6.0,9.0,1.0
2022-01-01 22:00:00,58.01845603243244,-1.89,5.0,58.0,6.0,9.0,1.0
2022-01-01 22:15:00,58.50850250810812,-1.86,5.0,58.0,6.0,9.0,1.0
2022-01-01 22:30:00,58.80865235675675,-1.46,5.0,58.0,6.0,9.0,1.0
2022-01-01 22:45:00,58.93990988108108,-1.1,5.0,58.0,6.0,9.0,1.0
2022-01-01 23:00:00,58.420797881081086,-0.65,5.0,58.0,6.0,9.0,1.0
2022-01-01 23:15:00,58.53273214054055,0.05,5.0,58.0,7.0,9.0,0.0
2022-01-01 23:30:00,58.42978387027028,0.86,5.0,58.0,7.0,8.0,0.0
2022-01-01 23:45:00,57.96626358918919,1.89,5.0,57.0,7.0,7.0,2.0
2022-01-02 00:00:00,57.40129923243243,16.32,5.0,57.0,10.0,8.0,2.0
2022-01-02 00:15:00,56.63487022702703,12.39,5.0,56.0,9.0,9.0,1.0
2022-01-02 00:30:00,55.98591715675676,1.87,5.0,55.0,7.0,9.0,1.0
2022-01-02 00:45:00,55.4858856972973,11.6,5.0,55.0,9.0,9.0,0.0
2022-01-02 01:00:00,54.66739467027027,1.67,5.0,54.0,7.0,8.0,2.0
2022-01-02 01:15:00,54.60932101621621,9.07,5.0,54.0,8.0,9.0,1.0
2022-01-02 01:30:00,53.79533312432433,1.19,5.0,53.0,7.0,9.0,1.0
2022-01-02 01:45:00,53.37679062702703,15.07,5.0,53.0,10.0,9.0,1.0
2022-01-02 02:00:00,53.65049233513514,3.85,5.0,53.0,7.0,9.0,1.0
2022-01-02 02:15:00,53.78317395675676,1.94,5.0,53.0,7.0,9.0,1.0
2022-01-02 02:30:00,53.71925478918919,0.64,5.0,53.0,7.0,9.0,1.0
2022-01-02 02:45:00,54.18765692972973,11.58,5.0,54.0,9.0,9.0,0.0
2022-01-02 03:00:00,53.49969532972973,12.32,5.0,53.0,9.0,8.0,0.0
2022-01-02 03:15:00,53.29968033513513,17.82,5.0,53.0,10.0,7.0,1.0
2022-01-02 03:30:00,54.796643210810814,14.81,5.0,54.0,9.0,7.0,0.0
2022-01-02 03:45:00,55.375267740540544,2.52,5.0,55.0,7.0,6.0,2.0
2022-01-02 04:00:00,55.1306966918919,1.56,5.0,55.0,7.0,7.0,2.0
2022-01-02 04:15:00,55.59487269189189,5.28,5.0,55.0,8.0,8.0,0.0
2022-01-02 04:30:00,55.9924332,6.73,5.0,55.0,8.0,7.0,0.0
2022-01-02 04:45:00,56.72960394594595,15.71,5.0,56.0,10.0,6.0,2.0
2022-01-02 05:00:00,55.95720127567568,17.75,5.0,55.0,10.0,7.0,2.0
2022-01-02 05:15:00,55.30653410810811,18.67,5.0,55.0,10.0,8.0,1.0
2022-01-02 05:30:00,54.87619606486487,18.75,5.0,54.0,10.0,8.0,0.0
2022-01-02 05:45:00,54.8829732972973,19.01,5.0,54.0,10.0,7.0,0.0
2022-01-02 06:00:00,54.31790501621621,19.31,5.0,54.0,10.0,6.0,1.0
2022-01-02 06:15:00,54.20497675675676,19.86,5.0,54.0,10.0,6.0,1.0
2022-01-02 06:30:00,53.75237562162162,20.29,5.0,53.0,11.0,6.0,2.0
2022-01-02 06:45:00,53.65244130810811,20.39,5.0,53.0,11.0,7.0,2.0
2022-01-02 07:00:00,53.45004464864865,20.97,5.0,53.0,11.0,8.0,2.0
2022-01-02 07:15:00,53.10821348108108,21.94,5.0,53.0,11.0,9.0,0.0
2022-01-02 07:30:00,52.2475578918919,23.23,5.0,52.0,11.0,8.0,0.0
2022-01-02 07:45:00,51.50663991351352,23.61,5.0,51.0,11.0,7.0,1.0
2022-01-02 08:00:00,51.118828529729726,23.98,5.0,51.0,11.0,7.0,1.0
2022-01-02 08:15:00,50.30993794594595,23.95,5.0,50.0,11.0,7.0,2.0
2022-01-02 08:30:00,48.546223654054046,23.88,5.0,48.0,11.0,8.0,2.0
2022-01-02 08:45:00,47.08976615135135,22.78,5.0,47.0,11.0,9.0,1.0
2022-01-02 09:00:00,46.454891059459456,21.26,5.0,46.0,11.0,9.0,1.0
2022-01-02 09:15:00,45.14885001081081,19.97,5.0,45.0,10.0,9.0,1.0
2022-01-02 09:30:00,43.14907488648649,20.14,5.0,43.0,11.0,9.0,1.0
2022-01-02 09:45:00,41.07281784864865,21.29,5.0,41.0,11.0,9.0,0.0
2022-01-02 10:00:00,39.342692908108106,22.47,5.0,39.0,11.0,8.0,2.0
2022-01-02 10:15:00,37.228026400000005,23.75,5.0,37.0,11.0,9.0,1.0
2022-01-02 10:30:00,35.300511264864866,24.47,5.0,35.0,11.0,9.0,0.0
2022-01-02 10:45:00,33.3498080972973,24.98,5.0,33.0,11.0,8.0,0.0
2022-01-02 11:00:00,31.305097437837837,27.64,5.0,31.0,12.0,7.0,2.0
2022-01-02 11:15:00,29.55612476756757,28.89,5.0,29.0,12.0,8.0,2.0
2022-01-02 11:30:00,28.627051945945947,27.51,5.0,28.0,12.0,9.0,0.0
2022-01-02 11:45:00,27.68925371891892,26.73,5.0,27.0,12.0,8.0,2.0
2022-01-02 12:00:00,27.14678269189189,25.61,5.0,27.0,12.0,9.0,1.0
2022-01-02 12:15:00,27.370431783783783,24.07,5.0,27.0,11.0,9.0,1.0
2022-01-02 12:30:00,27.25276035675676,22.84,5.0,27.0,11.0,9.0,1.0
2022-01-02 12:45:00,27.297371556756755,22.74,5.0,27.0,11.0,9.0,1.0
2022-01-02 13:00:00,26.84230010810811,22.69,5.0,26.0,11.0,9.0,0.0
2022-01-02 13:15:00,26.40252731891892,22.74,5.0,26.0,11.0,8.0,2.0
2022-01-02 13:30:00,26.0644959027027,22.75,5.0,26.0,11.0,9.0,0.0
2022-01-02 13:45:00,25.370982508108103,22.55,5.0,25.0,11.0,8.0,2.0
2022-01-02 14:00:00,24.927748216216216,21.81,5.0,24.0,11.0,9.0,0.0
2022-01-02 14:15:00,24.177920767567567,21.4,5.0,24.0,11.0,8.0,1.0
2022-01-02 14:30:00,23.403213945945947,20.94,5.0,23.0,11.0,8.0,0.0
2022-01-02 14:45:00,22.82885674594595,20.57,5.0,22.0,11.0,7.0,2.0
2022-01-02 15:00:00,22.633739859459464,20.31,5.0,22.0,11.0,8.0,2.0
2022-01-02 15:15:00,21.61833934054054,19.8,5.0,21.0,10.0,9.0,0.0
2022-01-02 15:30:00,20.931024194594595,19.77,5.0,20.0,10.0,8.0,1.0
2022-01-02 15:45:00,19.98902500540541,19.95,5.0,19.0,10.0,8.0,2.0
2022-01-02 16:00:00,19.29936469189189,20.86,5.0,19.0,11.0,9.0,1.0
2022-01-02 16:15:00,17.553532086486488,21.08,5.0,17.0,11.0,9.0,1.0
2022-01-02 16:30:00,16.745864897297295,21.77,5.0,16.0,11.0,9.0,0.0
2022-01-02 16:45:00,16.415364183783783,23.3,5.0,16.0,11.0,8.0,0.0
2022-01-02 17:00:00,15.91865757837838,25.25,5.0,15.0,12.0,7.0,2.0
2022-01-02 17:15:00,14.725510497297298,28.5,5.0,14.0,12.0,8.0,2.0
2022-01-02 17:30:00,13.829973935135136,32.0,5.0,13.0,13.0,9.0,1.0
2022-01-02 17:45:00,13.193997264864866,37.87,5.0,13.0,14.0,9.0,1.0
2022-01-02 18:00:00,13.054533902702705,45.68,5.0,13.0,16.0,9.0,1.0
2022-01-02 18:15:00,12.998049405405409,38.1,5.0,12.0,14.0,9.0,1.0
2022-01-02 18:30:00,13.368470605405404,37.67,5.0,13.0,14.0,9.0,1.0
2022-01-02 18:45:00,13.20862028108108,38.61,5.0,13.0,14.0,9.0,1.0
2022-01-02 19:00:00,13.05217036756757,39.73,5.0,13.0,14.0,9.0,1.0
2022-01-02 19:15:00,13.189192313513514,38.74,5.0,13.0,14.0,9.0,1.0
2022-01-02 19:30:00,13.17597282162162,38.3,5.0,13.0,14.0,9.0,1.0
2022-01-02 19:45:00,12.974110854054056,38.05,5.0,12.0,14.0,9.0,1.0
2022-01-02 20:00:00,12.65581415135135,38.7,5.0,12.0,14.0,9.0,1.0
2022-01-02 20:15:00,12.618841372972977,39.1,5.0,12.0,14.0,9.0,1.0
2022-01-02 20:30:00,12.9628924,38.85,5.0,12.0,14.0,9.0,1.0
2022-01-02 20:45:00,13.67785536216216,37.35,5.0,13.0,14.0,9.0,1.0
2022-01-02 21:00:00,14.043862345945945,37.18,5.0,14.0,14.0,9.0,1.0
2022-01-02 21:15:00,13.730133567567568,37.3,5.0,13.0,14.0,9.0,1.0
2022-01-02 21:30:00,13.320833005405404,37.71,5.0,13.0,14.0,9.0,1.0
2022-01-02 21:45:00,13.28773428108108,37.4,5.0,13.0,14.0,9.0,1.0
2022-01-02 22:00:00,13.444350562162162,36.6,5.0,13.0,14.0,9.0,1.0
2022-01-02 22:15:00,13.45200882162162,34.35,5.0,13.0,13.0,9.0,1.0
2022-01-02 22:30:00,13.349386010810807,34.44,5.0,13.0,13.0,9.0,1.0
2022-01-02 22:45:00,13.140839837837838,34.36,5.0,13.0,13.0,9.0,1.0
2022-01-02 23:00:00,13.20145905945946,34.5,5.0,13.0,13.0,9.0,1.0
2022-01-02 23:15:00,13.194203286486486,34.56,5.0,13.0,13.0,9.0,1.0
2022-01-02 23:30:00,13.268161502702704,34.39,5.0,13.0,13.0,9.0,1.0
2022-01-02 23:45:00,13.095084518918918,34.76,5.0,13.0,13.0,9.0,1.0
2022-01-03 00:00:00,12.926685902702705,35.58,5.0,12.0,14.0,9.0,1.0
2022-01-03 00:15:00,13.099055881081082,35.34,5.0,13.0,14.0,9.0,1.0
2022-01-03 00:30:00,13.043350843243244,35.45,5.0,13.0,14.0,9.0,1.0
2022-01-03 00:45:00,13.375952778378378,34.66,5.0,13.0,13.0,9.0,1.0
2022-01-03 01:00:00,13.591848940540538,34.6,5.0,13.0,13.0,9.0,1.0
2022-01-03 01:15:00,13.395563675675676,34.75,5.0,13.0,13.0,9.0,1.0
2022-01-03 01:30:00,13.519102583783784,34.97,5.0,13.0,13.0,9.0,1.0
2022-01-03 01:45:00,13.55242291891892,35.13,5.0,13.0,14.0,9.0,1.0
2022-01-03 02:00:00,13.785538659459458,34.85,5.0,13.0,13.0,9.0,1.0
2022-01-03 02:15:00,13.86866267027027,35.21,5.0,13.0,14.0,9.0,1.0
2022-01-03 02:30:00,13.728267416216216,35.85,5.0,13.0,14.0,9.0,1.0
2022-01-03 02:45:00,13.898659102702702,35.67,5.0,13.0,14.0,9.0,1.0
2022-01-03 03:00:00,14.035777048648647,36.03,5.0,14.0,14.0,9.0,1.0
2022-01-03 03:15:00,13.960669935135137,36.59,5.0,13.0,14.0,9.0,1.0
2022-01-03 03:30:00,14.211991654054057,36.39,5.0,14.0,14.0,9.0,1.0
2022-01-03 03:45:00,14.50173411891892,36.27,5.0,14.0,14.0,9.0,1.0
2022-01-03 04:00:00,14.68458134054054,36.26,5.0,14.0,14.0,9.0,1.0
2022-01-03 04:15:00,14.476006086486484,37.0,5.0,14.0,14.0,9.0,1.0
2022-01-03 04:30:00,14.85850730810811,37.23,5.0,14.0,14.0,9.0,1.0
2022-01-03 04:45:00,15.656515686486486,37.02,5.0,15.0,14.0,9.0,1.0
2022-01-03 05:00:00,16.483703816216217,37.16,5.0,16.0,14.0,9.0,1.0
2022-01-03 05:15:00,17.055413135135133,36.36,5.0,17.0,14.0,9.0,1.0
2022-01-03 05:30:00,17.076547935135135,36.72,5.0,17.0,14.0,9.0,1.0
2022-01-03 05:45:00,17.07449415135135,38.11,5.0,17.0,14.0,9.0,1.0
2022-01-03 06:00:00,17.270345308108112,38.36,5.0,17.0,14.0,9.0,1.0
2022-01-03 06:15:00,17.317724248648645,40.36,5.0,17.0,15.0,9.0,1.0
2022-01-03 06:30:00,17.78270561081081,43.93,5.0,17.0,15.0,9.0,1.0
2022-01-03 06:45:00,17.88659116756757,61.29,5.0,17.0,19.0,9.0,0.0
2022-01-03 07:00:00,17.95962965405405,74.49,5.0,17.0,21.0,8.0,0.0
2022-01-03 07:15:00,18.344638756756755,54.15,5.0,18.0,17.0,7.0,2.0
2022-01-03 07:30:00,18.69626251891892,63.3,5.0,18.0,19.0,8.0,0.0
2022-01-03 07:45:00,19.246724767567567,48.78,5.0,19.0,16.0,7.0,2.0
2022-01-03 08:00:00,19.760452313513515,40.71,5.0,19.0,15.0,8.0,2.0
2022-01-03 08:15:00,20.40972617297297,40.65,5.0,20.0,15.0,9.0,1.0
2022-01-03 08:30:00,21.07117275675676,36.68,5.0,21.0,14.0,9.0,1.0
2022-01-03 08:45:00,20.90921998918919,33.03,5.0,20.0,13.0,9.0,1.0
2022-01-03 09:00:00,20.1266072,29.18,5.0,20.0,12.0,9.0,1.0
2022-01-03 09:15:00,18.26810284324324,27.12,5.0,18.0,12.0,9.0,1.0
2022-01-03 09:30:00,16.195145351351353,26.28,5.0,16.0,12.0,9.0,1.0
2022-01-03 09:45:00,14.406709816216216,26.26,5.0,14.0,12.0,9.0,1.0
2022-01-03 10:00:00,12.97484463783784,26.25,5.0,12.0,12.0,9.0,1.0
2022-01-03 10:15:00,11.88986627027027,26.41,5.0,11.0,12.0,9.0,1.0
2022-01-03 10:30:00,11.190844345945946,26.59,5.0,11.0,12.0,9.0,1.0
2022-01-03 10:45:00,10.886668767567569,26.27,5.0,10.0,12.0,9.0,1.0
2022-01-03 11:00:00,11.384566854054054,25.7,5.0,11.0,12.0,9.0,1.0
2022-01-03 11:15:00,12.369533318918918,24.61,5.0,12.0,11.0,9.0,1.0
2022-01-03 11:30:00,13.352796108108109,24.08,5.0,13.0,11.0,9.0,0.0
2022-01-03 11:45:00,14.463997945945946,22.94,5.0,14.0,11.0,8.0,2.0
2022-01-03 12:00:00,15.672853232432434,22.6,5.0,15.0,11.0,9.0,0.0
2022-01-03 12:15:00,16.489518454054057,22.76,5.0,16.0,11.0,8.0,0.0
2022-01-03 12:30:00,17.250842972972972,22.74,5.0,17.0,11.0,7.0,2.0
2022-01-03 12:45:00,17.955729654054057,22.6,5.0,17.0,11.0,8.0,2.0
2022-01-03 13:00:00,18.68997283243243,22.34,5.0,18.0,11.0,9.0,0.0
2022-01-03 13:15:00,19.09779734054054,21.78,5.0,19.0,11.0,8.0,2.0
2022-01-03 13:30:00,19.60439596756757,21.32,5.0,19.0,11.0,9.0,1.0
2022-01-03 13:45:00,19.9558024,20.81,5.0,19.0,11.0,9.0,1.0
2022-01-03 14:00:00,20.02355365405405,20.25,5.0,20.0,11.0,9.0,1.0
2022-01-03 14:15:00,20.38931273513513,19.51,5.0,20.0,10.0,9.0,0.0
2022-01-03 14:30:00,21.310395740540542,18.96,5.0,21.0,10.0,8.0,0.0
2022-01-03 14:45:00,22.27920313513513,18.13,5.0,22.0,10.0,7.0,2.0
2022-01-03 15:00:00,23.08422291891892,17.49,5.0,23.0,10.0,8.0,0.0
2022-01-03 15:15:00,24.05830823783784,16.79,5.0,24.0,10.0,7.0,0.0
2022-01-03 15:30:00,24.692945362162167,16.82,5.0,24.0,10.0,6.0,1.0
2022-01-03 15:45:00,25.030559297297295,17.61,5.0,25.0,10.0,6.0,2.0
2022-01-03 16:00:00,25.433915935135136,18.55,5.0,25.0,10.0,7.0,0.0
2022-01-03 16:15:00,26.1259008,17.91,5.0,26.0,10.0,6.0,2.0
2022-01-03 16:30:00,26.260013567567565,19.81,5.0,26.0,10.0,7.0,1.0
2022-01-03 16:45:00,25.924402367567566,22.19,5.0,25.0,11.0,7.0,0.0
2022-01-03 17:00:00,25.263923729729733,23.81,5.0,25.0,11.0,6.0,0.0
2022-01-03 17:15:00,24.647480583783786,24.42,5.0,24.0,11.0,5.0,1.0
2022-01-03 17:30:00,24.916098886486484,26.32,5.0,24.0,12.0,5.0,2.0
2022-01-03 17:45:00,26.26019155675676,28.05,5.0,26.0,12.0,6.0,2.0
2022-01-03 18:00:00,28.404615751351358,28.23,5.0,28.0,12.0,7.0,0.0
2022-01-03 18:15:00,31.203627491891893,26.29,5.0,31.0,12.0,6.0,2.0
2022-01-03 18:30:00,34.370893827027025,25.15,5.0,34.0,12.0,7.0,2.0
2022-01-03 18:45:00,37.51559701621622,24.36,5.0,37.0,11.0,8.0,2.0
2022-01-03 19:00:00,41.089364454054056,23.58,5.0,41.0,11.0,9.0,0.0
2022-01-03 19:15:00,44.36359184864865,23.15,5.0,44.0,11.0,8.0,2.0
2022-01-03 19:30:00,46.40414655135135,22.8,5.0,46.0,11.0,9.0,1.0
2022-01-03 19:45:00,49.05311105945946,22.53,5.0,49.0,11.0,9.0,0.0
2022-01-03 20:00:00,51.87066627027026,22.46,5.0,51.0,11.0,8.0,2.0
2022-01-03 20:15:00,54.65642458378378,8.44,5.0,54.0,8.0,9.0,1.0
2022-01-03 20:30:00,55.74021954594595,-0.86,5.0,55.0,6.0,9.0,1.0
2022-01-03 20:45:00,55.37443542702703,-3.18,5.0,55.0,6.0,9.0,1.0
2022-01-03 21:00:00,55.96293824864865,-4.53,5.0,55.0,6.0,9.0,1.0
2022-01-03 21:15:00,55.97724091891892,-4.83,5.0,55.0,6.0,9.0,1.0
2022-01-03 21:30:00,55.81240504864864,-4.89,5.0,55.0,6.0,9.0,1.0
2022-01-03 21:45:00,55.76175056216216,-4.94,5.0,55.0,6.0,9.0,1.0
2022-01-03 22:00:00,55.76404436756757,-4.96,5.0,55.0,6.0,9.0,1.0
2022-01-03 22:15:00,55.74714778378379,-4.99,5.0,55.0,6.0,9.0,1.0
2022-01-03 22:30:00,55.51315126486487,-5.05,5.0,55.0,5.0,9.0,0.0
2022-01-03 22:45:00,55.67705276756757,-5.05,5.0,55.0,5.0,8.0,0.0
2022-01-03 23:00:00,55.69888675675676,-5.37,5.0,55.0,5.0,7.0,0.0
2022-01-03 23:15:00,55.6477172972973,-5.57,5.0,55.0,5.0,6.0,1.0
2022-01-03 23:30:00,55.4779769081081,-5.73,5.0,55.0,5.0,6.0,1.0
2022-01-03 23:45:00,55.57726458378379,-5.83,5.0,55.0,5.0,6.0,1.0
2022-01-04 00:00:00,55.318332864864864,-5.84,5.0,55.0,5.0,6.0,1.0
2022-01-04 00:15:00,55.27630446486486,-5.73,5.0,55.0,5.0,6.0,1.0
2022-01-04 00:30:00,55.08531930810811,-5.69,5.0,55.0,5.0,6.0,1.0
2022-01-04 00:45:00,55.06705394594594,-5.2,5.0,55.0,5.0,6.0,1.0
2022-01-04 01:00:00,55.07152271351351,-5.02,5.0,55.0,5.0,6.0,1.0
2022-01-04 01:15:00,55.077025891891886,-5.23,5.0,55.0,5.0,6.0,1.0
2022-01-04 01:30:00,54.65174295135135,-5.57,5.0,54.0,5.0,6.0,2.0
2022-01-04 01:45:00,54.29141475675675,-5.04,5.0,54.0,5.0,7.0,0.0
2022-01-04 02:00:00,53.90554422702703,-5.03,5.0,53.0,5.0,6.0,0.0
2022-01-04 02:15:00,53.46140939459459,-5.03,5.0,53.0,5.0,5.0,0.0
2022-01-04 02:30:00,53.03190318918919,-5.04,5.0,53.0,5.0,4.0,1.0
2022-01-04 02:45:00,52.62914949189189,-4.97,5.0,52.0,6.0,4.0,2.0
2022-01-04 03:00:00,52.80310498378378,-5.04,5.0,52.0,5.0,5.0,0.0
2022-01-04 03:15:00,52.311652367567575,-5.01,5.0,52.0,5.0,4.0,0.0
2022-01-04 03:30:00,51.922037091891895,-5.0,5.0,51.0,5.0,3.0,0.0
2022-01-04 03:45:00,51.72199206486486,-4.88,5.0,51.0,6.0,2.0,2.0
2022-01-04 04:00:00,51.67836990270271,-4.81,5.0,51.0,6.0,3.0,2.0
2022-01-04 04:15:00,51.46061030270271,-4.8,5.0,51.0,6.0,4.0,2.0
2022-01-04 04:30:00,51.41339175135135,-4.82,5.0,51.0,6.0,5.0,2.0
2022-01-04 04:45:00,52.45992952432432,-4.78,5.0,52.0,6.0,6.0,2.0
2022-01-04 05:00:00,53.27767114594595,-4.79,5.0,53.0,6.0,7.0,2.0
